,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer Type_Loyal Customer,Customer Type_disloyal Customer,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied
8445,29,1009,2,3,2,4,5,2,5,5,3,4,4,2,4,5,0,0,0,1,1,0,0,1,0,1,0,0
8446,29,488,2,4,2,3,1,2,1,1,3,3,2,1,4,1,28,42,1,0,1,0,0,1,0,1,0,0
8447,25,239,2,5,2,5,4,2,4,4,2,1,1,5,3,4,0,0,0,1,1,0,0,1,0,1,0,0
8448,29,602,3,5,3,4,5,3,5,5,3,3,5,3,4,5,0,0,0,1,1,0,0,1,0,1,0,0
8449,45,448,2,4,2,1,3,2,3,3,5,3,3,3,4,3,1,0,0,1,0,1,1,0,0,1,0,0
8450,46,3821,0,3,0,4,1,2,2,3,3,3,3,4,3,1,0,0,0,1,1,0,1,0,1,0,0,1
8451,47,937,3,5,4,2,2,4,4,5,5,4,4,5,5,3,1,0,1,0,1,0,0,1,0,0,1,0
8452,58,361,3,4,3,3,3,4,4,5,5,5,5,5,5,3,0,0,1,0,1,0,1,0,1,0,0,1
8453,24,1050,2,2,2,3,1,2,1,1,4,4,4,4,5,1,1,4,0,1,0,1,1,0,0,1,0,0
8454,33,640,2,5,2,4,2,2,1,2,3,4,4,5,5,2,100,87,1,0,1,0,0,1,0,1,0,0
8455,24,1073,4,4,4,2,1,4,1,1,3,4,4,3,4,1,2,0,0,1,0,1,1,0,0,1,0,1
8456,55,631,4,4,4,4,3,4,5,3,5,1,3,5,4,3,0,0,0,1,1,0,0,1,0,1,0,0
8457,41,2783,4,3,3,3,5,3,3,4,4,4,4,3,4,4,0,0,1,0,1,0,1,0,1,0,0,0
8458,53,403,4,4,4,4,2,1,1,5,5,5,5,4,5,2,0,0,1,0,1,0,1,0,1,0,0,1
8459,62,462,3,4,4,3,5,4,5,4,4,4,4,1,4,4,0,0,0,1,1,0,0,1,1,0,0,0
8460,17,1448,4,2,4,4,2,4,2,2,1,5,3,1,4,2,6,0,1,0,1,0,0,1,0,1,0,0
8461,25,516,3,0,3,4,5,3,5,5,5,4,5,3,5,5,44,49,0,1,0,1,1,0,1,0,0,0
8462,69,909,3,5,3,3,5,5,5,5,5,3,5,3,5,1,4,25,1,0,1,0,0,1,0,1,0,0
8463,56,3175,2,2,2,2,5,5,4,5,5,5,5,3,5,3,3,6,0,1,1,0,1,0,1,0,0,1
8464,54,192,3,4,4,4,3,3,3,1,1,1,3,2,1,2,13,12,0,1,1,0,1,0,1,0,0,0
8465,45,2689,4,4,4,4,5,4,4,4,2,4,4,4,3,4,252,231,0,1,1,0,1,0,1,0,0,1
8466,31,557,1,1,1,1,4,4,4,4,5,4,5,4,5,4,0,0,1,0,1,0,1,0,1,0,0,1
8467,54,606,3,1,3,2,2,2,3,1,1,3,1,4,1,2,0,1,1,0,1,0,0,1,0,1,0,0
8468,43,1726,2,1,2,3,3,3,3,5,5,2,5,4,5,3,26,24,1,0,1,0,0,1,0,0,1,0
8469,58,3848,1,1,1,1,2,4,5,5,5,5,5,4,5,5,35,23,0,1,1,0,1,0,1,0,0,1
8470,25,102,3,3,3,2,4,3,4,4,2,4,4,4,4,4,0,0,0,1,0,1,1,0,0,1,0,0
8471,58,1640,4,4,4,4,4,2,4,5,5,4,4,4,5,5,23,25,1,0,1,0,1,0,1,0,0,1
8472,53,270,1,1,1,1,3,4,4,5,5,5,5,4,5,3,0,0,0,1,1,0,1,0,1,0,0,1
8473,18,1313,3,2,3,3,4,3,3,4,3,3,4,3,3,4,0,0,1,0,1,0,0,1,0,1,0,0
8474,49,562,3,3,3,3,5,5,5,3,3,3,3,3,3,3,0,0,1,0,1,0,1,0,1,0,0,1
8475,61,3167,4,2,5,2,4,4,4,3,3,3,4,3,3,4,9,0,1,0,1,0,1,0,1,0,0,0
8476,58,626,4,4,4,4,4,5,4,2,2,3,2,5,2,5,26,23,0,1,1,0,1,0,1,0,0,1
8477,68,687,2,5,2,2,2,4,4,4,4,2,4,4,4,5,0,0,1,0,1,0,0,1,0,0,1,0
8478,40,377,3,5,3,4,3,3,1,3,5,5,4,4,4,3,4,0,1,0,1,0,0,1,0,1,0,0
8479,58,1005,2,2,2,2,5,4,5,5,5,5,5,3,5,3,7,0,0,1,1,0,1,0,1,0,0,1
8480,20,1440,3,5,3,1,2,3,2,2,4,2,3,3,5,2,3,0,0,1,1,0,0,1,0,1,0,0
8481,53,1535,3,3,3,3,4,5,4,4,4,4,4,4,4,5,12,3,0,1,1,0,1,0,1,0,0,1
8482,58,797,2,5,5,5,3,1,1,2,2,2,2,4,2,1,2,10,0,1,1,0,1,0,1,0,0,0
8483,22,148,2,1,2,3,1,2,1,1,1,5,3,2,3,1,7,0,0,1,1,0,0,1,0,1,0,0
8484,36,331,3,2,4,2,3,3,3,3,4,2,3,1,3,3,0,0,1,0,1,0,1,0,0,1,0,0
8485,62,1041,4,5,5,5,4,4,2,4,4,3,4,3,4,4,6,13,0,1,0,1,1,0,1,0,0,1
8486,56,413,4,5,5,1,4,5,4,4,5,2,4,5,4,4,0,0,0,1,1,0,0,1,0,1,0,0
8487,37,409,2,3,2,1,4,2,4,4,2,2,5,2,1,4,0,3,0,1,0,1,1,0,0,1,0,0
8488,26,707,3,1,3,3,3,3,4,3,1,2,3,1,4,3,0,0,0,1,1,0,1,0,0,1,0,0
8489,51,515,2,1,1,1,4,4,4,2,2,2,2,4,2,3,107,103,1,0,1,0,1,0,0,1,0,0
8490,38,589,3,3,3,3,3,3,3,3,3,2,3,3,4,3,163,222,1,0,1,0,1,0,0,1,0,1
8491,28,337,4,4,4,4,4,4,4,4,3,5,3,2,4,4,0,0,0,1,1,0,1,0,1,0,0,1
8492,28,500,1,1,1,1,5,5,5,5,4,4,4,3,4,5,0,0,1,0,1,0,1,0,1,0,0,1
8493,63,95,1,1,1,1,1,4,3,3,3,3,1,4,3,4,14,11,1,0,1,0,1,0,1,0,0,0
8494,29,920,4,4,4,3,3,4,3,3,3,1,3,1,3,3,23,16,0,1,0,1,1,0,0,1,0,1
8495,38,1074,4,3,3,3,4,4,4,4,1,3,3,2,5,4,10,10,1,0,1,0,1,0,0,0,1,1
8496,21,102,2,5,3,4,5,3,5,5,3,2,5,2,5,5,5,2,0,1,0,1,1,0,0,1,0,0
8497,27,362,1,1,1,1,1,1,1,1,4,2,5,5,5,1,2,1,1,0,0,1,1,0,1,0,0,0
8498,38,302,2,2,2,2,2,2,2,2,1,4,4,3,3,2,0,6,1,0,1,0,1,0,0,0,1,0
8499,56,480,2,2,2,2,5,5,5,1,1,2,1,5,1,3,0,0,1,0,1,0,1,0,1,0,0,1
8500,21,1694,5,0,5,4,2,5,2,2,3,3,5,3,4,2,0,0,0,1,0,1,1,0,1,0,0,1
8501,42,414,3,2,3,4,3,3,3,3,3,2,3,3,4,3,8,0,1,0,0,1,1,0,0,1,0,0
8502,48,3461,0,0,0,1,5,5,5,4,4,4,4,5,4,3,9,19,1,0,1,0,1,0,1,0,0,1
8503,56,3567,2,2,2,2,5,5,5,4,4,4,4,3,4,3,6,5,1,0,1,0,1,0,1,0,0,1
8504,44,409,2,2,2,2,4,5,4,5,5,5,5,5,5,4,0,0,0,1,1,0,1,0,1,0,0,1
8505,25,598,3,0,3,3,3,3,3,3,5,5,1,2,3,3,8,7,1,0,0,1,1,0,0,0,1,0
8506,8,408,1,3,1,4,5,1,5,5,2,2,4,3,3,5,0,0,0,1,1,0,0,1,0,1,0,0
8507,44,270,4,5,5,5,3,4,4,4,4,4,4,1,4,1,0,0,1,0,1,0,1,0,0,1,0,0
8508,56,3397,4,4,4,4,5,4,4,4,4,4,4,4,4,4,0,0,1,0,1,0,1,0,1,0,0,1
8509,48,1452,1,5,5,5,3,3,3,2,2,1,2,1,2,4,1,17,1,0,1,0,1,0,0,0,1,0
8510,60,957,1,5,0,3,3,5,5,5,5,0,5,4,5,4,24,42,1,0,1,0,0,1,0,0,1,0
8511,19,223,5,1,1,1,5,5,3,5,2,1,3,2,1,5,54,50,1,0,1,0,1,0,0,1,0,1
8512,26,458,2,2,2,4,3,2,3,3,4,1,3,3,3,3,41,48,1,0,0,1,1,0,0,0,1,0
8513,33,1208,2,3,3,3,2,2,2,2,3,5,3,1,4,2,30,10,0,1,1,0,1,0,1,0,0,0
8514,40,3738,0,1,1,2,4,4,5,4,4,4,4,3,4,5,1,0,1,0,1,0,1,0,1,0,0,1
8515,48,588,3,2,2,2,5,4,3,3,3,3,3,1,3,4,0,0,0,1,1,0,1,0,1,0,0,0
8516,34,888,3,3,3,3,4,5,5,3,3,3,3,4,3,4,26,10,1,0,1,0,1,0,1,0,0,1
8517,40,671,4,4,4,4,4,4,5,5,5,4,5,3,5,5,28,19,0,1,1,0,1,0,1,0,0,1
8518,12,2108,5,5,5,5,4,4,4,4,5,5,5,5,5,4,0,0,1,0,1,0,1,0,1,0,0,1
8519,60,628,4,2,2,2,5,2,3,4,4,4,4,4,4,5,0,0,1,0,1,0,1,0,0,1,0,1
8520,38,888,3,3,3,3,1,3,1,1,4,2,2,1,5,1,4,6,1,0,1,0,0,1,0,1,0,0
8521,40,2277,5,3,3,3,5,5,5,5,1,3,5,3,3,5,0,5,1,0,1,0,1,0,0,1,0,1
8522,44,762,2,5,4,5,2,2,2,2,1,4,3,3,4,2,0,0,0,1,1,0,1,0,0,1,0,0
8523,52,160,1,1,1,1,5,4,3,5,5,5,3,3,5,2,0,0,0,1,1,0,1,0,1,0,0,1
8524,29,859,1,1,1,2,1,1,1,1,3,2,2,4,2,1,0,10,1,0,0,1,1,0,0,1,0,0
8525,29,283,1,5,1,2,1,1,1,1,3,3,3,5,4,1,7,11,0,1,1,0,0,1,0,1,0,0
8526,39,1533,4,4,4,4,3,2,3,3,3,4,3,5,3,1,0,2,0,1,1,0,1,0,1,0,0,1
8527,38,137,1,1,1,1,4,1,4,4,3,2,4,4,4,4,0,0,1,0,0,1,1,0,1,0,0,0
8528,45,669,3,4,3,2,4,4,4,5,5,3,5,4,5,4,30,24,1,0,1,0,0,1,0,1,0,0
8529,33,758,1,3,3,3,5,3,3,1,1,1,1,1,1,2,0,1,1,0,1,0,1,0,1,0,0,0
8530,27,1872,3,3,3,3,2,2,2,2,5,4,1,4,3,2,0,0,1,0,1,0,1,0,1,0,0,1
8531,16,628,2,5,3,1,1,3,1,1,3,4,5,5,5,1,0,0,1,0,1,0,0,1,0,1,0,0
8532,39,846,2,2,3,2,1,4,1,5,5,5,5,1,5,1,0,0,1,0,1,0,1,0,1,0,0,1
8533,24,762,4,5,5,4,4,5,4,4,5,5,5,4,4,4,0,0,0,1,0,1,1,0,0,1,0,1
8534,53,1303,4,3,4,4,5,4,3,2,2,4,2,1,2,2,0,15,1,0,1,0,0,1,0,1,0,0
8535,59,594,2,1,2,2,4,4,4,4,4,4,4,4,4,3,8,21,0,1,1,0,1,0,1,0,0,1
8536,37,1048,1,5,5,5,1,4,4,1,1,2,1,3,1,4,41,59,0,1,1,0,1,0,1,0,0,0
8537,55,337,5,5,2,5,2,5,5,3,3,4,3,5,3,4,0,0,1,0,1,0,1,0,1,0,0,1
8538,35,421,2,2,2,2,3,5,5,2,2,2,2,4,2,5,14,14,0,1,1,0,1,0,1,0,0,1
8539,59,996,1,1,1,1,3,3,4,1,1,1,1,1,1,4,3,0,1,0,1,0,1,0,0,0,1,0
8540,17,3674,4,4,4,4,4,4,4,4,4,4,4,5,5,4,0,0,0,1,1,0,1,0,1,0,0,1
8541,43,204,1,1,1,1,3,5,5,4,4,4,4,3,4,3,12,7,1,0,1,0,1,0,1,0,0,1
8542,35,2116,1,1,1,1,5,3,2,3,3,4,3,5,3,5,0,0,0,1,1,0,1,0,1,0,0,1
8543,25,731,3,0,3,2,3,3,3,3,4,4,4,3,4,3,0,0,1,0,0,1,1,0,1,0,0,0
8544,52,3562,3,1,4,1,4,3,3,3,3,3,3,3,3,3,5,10,0,1,1,0,1,0,1,0,0,0
8545,22,315,2,4,2,2,4,2,4,4,5,2,5,4,1,4,1,81,1,0,1,0,0,1,0,1,0,0
8546,52,694,5,5,4,5,5,4,4,5,5,5,5,3,5,3,0,0,0,1,1,0,1,0,1,0,0,1
8547,37,1119,3,4,4,2,3,4,3,3,4,4,5,5,5,3,0,16,0,1,1,0,0,1,0,1,0,0
8548,52,646,3,5,3,4,2,3,1,2,2,3,2,5,2,2,0,0,1,0,1,0,0,1,0,1,0,0
8549,23,258,2,4,2,3,1,2,1,1,4,5,4,3,4,1,0,0,1,0,1,0,0,1,0,1,0,0
8550,30,2264,4,4,4,4,4,4,4,4,5,3,1,3,5,4,0,0,1,0,1,0,1,0,1,0,0,1
8551,26,645,5,2,2,2,5,5,5,5,1,3,4,5,2,5,11,0,0,1,1,0,1,0,0,1,0,1
8552,59,2174,5,5,5,5,4,4,4,4,4,4,4,4,4,5,0,0,0,1,1,0,1,0,1,0,0,1
8553,54,3040,0,0,0,4,4,3,4,4,4,4,4,4,4,4,0,0,1,0,1,0,1,0,1,0,0,1
8554,42,526,4,1,1,1,4,4,4,4,3,1,1,5,1,4,0,0,0,1,1,0,1,0,0,1,0,1
8555,39,2590,1,1,3,1,5,4,5,4,4,4,4,3,4,3,0,0,1,0,1,0,1,0,1,0,0,1
8556,36,302,3,3,3,2,5,3,2,5,5,2,5,5,4,5,0,0,0,1,0,1,1,0,1,0,0,0
8557,39,543,1,2,1,1,5,5,4,4,4,4,4,4,4,5,0,0,0,1,1,0,1,0,1,0,0,1
8558,33,829,3,3,3,3,3,1,2,4,4,4,4,1,4,5,10,2,1,0,1,0,1,0,1,0,0,1
8559,67,1739,2,2,2,2,5,5,4,5,5,5,5,4,5,3,23,20,0,1,1,0,1,0,1,0,0,1
8560,58,975,4,1,1,1,2,2,4,4,4,4,4,5,4,1,0,0,1,0,1,0,1,0,0,1,0,1
8561,30,651,1,5,1,2,4,1,4,4,5,5,4,2,1,4,0,10,1,0,1,0,0,1,0,1,0,0
8562,59,696,5,4,5,2,5,5,5,5,5,4,4,3,4,5,0,0,0,1,1,0,0,1,0,1,0,1
8563,38,531,5,1,1,1,5,5,5,5,2,2,1,2,3,5,0,0,0,1,1,0,1,0,0,1,0,1
8564,42,2317,2,2,2,2,3,4,4,5,5,4,5,3,5,3,0,0,0,1,1,0,1,0,1,0,0,1
8565,30,862,2,2,2,2,5,5,5,5,5,2,4,4,5,5,7,36,1,0,1,0,1,0,1,0,0,1
8566,31,1773,1,3,4,3,1,1,1,1,3,3,2,2,2,1,52,48,1,0,1,0,1,0,1,0,0,0
8567,26,515,1,4,1,3,5,1,4,5,3,2,4,3,4,5,0,0,1,0,1,0,0,1,0,1,0,0
8568,49,1911,1,4,1,3,1,5,5,5,5,1,5,1,5,4,0,0,1,0,1,0,0,1,0,1,0,0
8569,42,297,0,0,0,2,5,4,4,3,3,3,3,5,3,3,0,0,1,0,1,0,1,0,1,0,0,1
8570,54,3074,4,3,3,3,1,4,4,4,4,3,4,4,4,2,34,60,1,0,1,0,1,0,1,0,0,0
8571,28,1342,4,2,4,4,4,4,4,4,2,5,2,3,4,4,2,0,1,0,1,0,0,1,0,1,0,0
8572,55,632,3,3,3,4,1,4,4,4,4,3,4,2,4,3,0,0,1,0,1,0,0,1,0,1,0,0
8573,22,113,4,0,4,1,3,4,3,3,4,4,1,3,2,3,5,0,0,1,0,1,1,0,0,1,0,1
8574,11,1205,3,5,3,3,2,3,2,2,4,3,2,3,3,2,0,5,0,1,1,0,0,1,0,1,0,0
8575,50,569,5,5,5,3,2,5,2,2,5,2,5,5,4,2,0,0,0,1,0,1,1,0,1,0,0,1
8576,31,836,0,4,0,2,5,0,5,5,3,5,4,4,5,5,0,0,1,0,1,0,0,1,0,1,0,1
8577,8,1988,4,4,3,4,4,4,4,4,5,2,4,3,5,4,0,0,1,0,1,0,1,0,1,0,0,1
8578,45,227,0,0,0,2,4,4,5,4,4,4,4,4,4,3,0,4,0,1,1,0,1,0,1,0,0,1
8579,43,1844,2,5,5,5,4,3,3,2,2,2,2,1,2,4,0,0,1,0,1,0,1,0,1,0,0,0
8580,45,1671,4,1,4,4,1,4,1,1,3,4,3,2,3,1,0,0,0,1,1,0,0,1,0,1,0,0
8581,33,859,4,2,4,4,4,4,4,4,1,3,4,2,3,4,0,0,0,1,1,0,0,1,0,1,0,1
8582,59,948,5,5,5,5,5,3,1,5,5,5,5,1,5,5,47,55,0,1,1,0,1,0,1,0,0,1
8583,31,1514,2,2,2,2,4,4,4,4,5,5,4,3,5,4,0,0,0,1,1,0,1,0,1,0,0,1
8584,27,189,5,5,5,1,3,5,3,3,5,2,5,4,5,3,23,20,1,0,0,1,1,0,1,0,0,1
8585,44,544,5,5,5,5,4,5,1,4,4,4,4,4,4,5,0,0,0,1,1,0,1,0,1,0,0,1
8586,33,692,3,3,3,4,1,3,1,1,5,4,5,4,4,1,0,0,1,0,0,1,1,0,1,0,0,0
8587,16,2879,3,3,1,3,3,3,3,3,3,5,1,3,4,3,0,0,1,0,1,0,1,0,1,0,0,1
8588,25,721,3,2,2,2,3,3,2,3,1,1,3,2,3,3,0,0,0,1,1,0,1,0,0,0,1,0
8589,56,183,0,3,0,5,2,3,2,2,2,2,2,5,2,1,22,34,1,0,1,0,1,0,1,0,0,1
8590,36,2120,3,3,3,3,3,4,5,5,5,5,5,5,5,5,0,0,1,0,1,0,1,0,1,0,0,1
8591,50,2762,2,2,2,2,3,5,5,5,5,5,5,3,5,4,0,0,0,1,1,0,1,0,1,0,0,1
8592,52,1167,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,0,1,0,1,0,1,0,1,0,0,1
8593,46,3077,5,5,5,5,4,4,5,4,4,4,4,5,4,5,2,0,0,1,1,0,1,0,1,0,0,1
8594,52,3442,1,1,1,1,5,4,4,3,3,3,1,4,3,2,34,31,0,1,1,0,1,0,1,0,0,0
8595,40,534,4,5,4,3,2,4,2,2,5,2,4,5,5,2,0,0,1,0,1,0,0,1,0,1,0,0
8596,55,862,2,4,4,4,3,2,2,2,2,1,2,2,2,2,0,0,1,0,1,0,1,0,1,0,0,0
8597,67,354,3,4,3,1,5,4,4,1,1,3,1,4,1,3,0,0,1,0,1,0,0,1,0,1,0,0
8598,30,1211,2,2,2,2,2,2,2,2,1,1,4,3,3,2,20,13,0,1,1,0,1,0,0,0,1,0
8599,35,605,5,1,1,1,5,5,5,5,1,3,1,5,4,5,0,0,1,0,1,0,1,0,0,0,1,1
8600,38,337,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,0,1,0,1,0,1,0,1,0,0,1
8601,56,853,3,4,3,1,1,3,1,1,3,4,5,3,4,1,0,0,0,1,1,0,0,1,0,1,0,0
8602,72,1793,2,2,2,2,1,1,2,1,1,1,2,2,1,4,0,51,1,0,1,0,1,0,1,0,0,0
8603,24,1407,3,3,3,3,2,3,2,2,3,4,3,1,3,2,1,3,1,0,0,1,1,0,1,0,0,0
8604,13,925,2,5,2,1,3,2,3,3,4,2,4,5,5,3,95,91,0,1,1,0,0,1,0,1,0,0
8605,39,106,3,5,0,1,3,0,3,3,5,5,4,4,4,3,0,0,1,0,1,0,0,1,0,1,0,0
8606,36,102,5,5,4,4,5,5,5,5,2,2,4,5,4,5,0,0,1,0,1,0,1,0,0,0,1,1
8607,29,1009,3,3,3,3,4,4,4,4,3,3,4,4,5,4,0,0,1,0,1,0,1,0,1,0,0,1
8608,42,1133,4,2,2,2,4,4,4,4,2,2,4,1,4,4,7,22,0,1,1,0,1,0,0,1,0,1
8609,30,781,1,0,0,4,3,0,1,3,3,5,3,2,3,3,0,0,1,0,1,0,1,0,1,0,0,0
8610,27,867,3,3,3,4,2,3,2,2,5,3,4,5,4,2,0,1,0,1,0,1,1,0,1,0,0,0
8611,58,2645,5,5,5,5,2,4,5,3,3,3,3,4,3,5,46,40,0,1,1,0,1,0,1,0,0,1
8612,48,846,3,5,3,1,4,4,5,1,1,3,1,3,1,3,0,0,1,0,1,0,0,1,0,1,0,0
8613,48,2659,1,1,1,1,5,5,5,2,2,2,2,3,2,5,1,0,0,1,1,0,1,0,1,0,0,1
8614,56,3398,3,3,3,3,5,5,4,5,5,5,5,3,5,5,15,7,1,0,1,0,1,0,1,0,0,1
8615,17,3633,2,5,5,5,2,2,2,2,4,1,3,3,4,2,12,0,1,0,1,0,1,0,1,0,0,0
8616,27,453,3,3,3,3,5,3,5,5,2,5,3,3,4,5,0,0,1,0,0,1,1,0,0,0,1,0
8617,40,447,3,3,3,4,5,3,5,5,3,2,5,4,5,5,1,0,0,1,0,1,1,0,1,0,0,0
8618,44,3384,2,2,2,2,4,4,5,5,5,5,5,4,5,3,0,0,1,0,1,0,1,0,1,0,0,1
8619,27,1250,5,2,2,2,5,4,5,5,2,5,5,1,1,5,0,0,0,1,1,0,1,0,0,1,0,1
8620,14,337,1,5,1,5,1,2,2,3,3,4,5,2,5,2,117,132,0,1,1,0,0,1,0,1,0,0
8621,59,342,2,5,2,4,2,4,4,5,5,2,5,4,5,5,0,0,1,0,1,0,0,1,0,1,0,0
8622,27,972,3,3,3,3,5,3,5,5,2,1,4,1,1,5,0,0,1,0,0,1,1,0,0,1,0,0
8623,11,368,2,3,2,2,2,2,2,2,1,5,3,3,4,2,1,0,1,0,1,0,0,1,0,1,0,0
8624,51,240,4,4,4,2,2,1,5,2,2,4,5,2,2,3,0,0,1,0,1,0,0,1,0,1,0,0
8625,35,802,4,5,4,3,2,4,5,3,3,4,3,3,3,5,0,1,0,1,1,0,0,1,1,0,0,0
8626,41,374,4,4,4,3,3,4,3,3,4,5,4,3,5,3,31,31,0,1,0,1,1,0,1,0,0,1
8627,28,258,0,2,0,4,4,0,4,4,3,1,4,3,3,4,1,0,1,0,1,0,0,1,0,1,0,1
8628,17,680,4,1,1,1,4,4,3,4,2,1,3,4,3,4,15,8,0,1,1,0,1,0,0,0,1,0
8629,55,3020,3,3,3,3,2,5,5,4,4,5,4,5,4,2,0,0,0,1,1,0,1,0,1,0,0,1
8630,54,247,2,5,2,2,4,4,5,2,2,2,2,3,2,3,14,7,1,0,1,0,0,1,0,1,0,0
8631,34,2418,3,3,3,3,2,5,4,2,2,2,2,5,2,5,6,10,1,0,1,0,1,0,1,0,0,1
8632,54,3115,4,4,4,4,3,4,5,4,4,4,5,3,4,3,4,28,1,0,1,0,1,0,1,0,0,1
8633,60,199,3,2,2,2,2,4,3,3,3,3,3,1,3,2,35,16,1,0,1,0,1,0,0,0,1,0
8634,24,240,4,0,3,5,5,3,5,5,3,5,4,4,5,5,0,0,0,1,0,1,1,0,1,0,0,1
8635,45,1363,2,4,2,3,1,2,1,1,2,2,4,1,3,1,3,11,0,1,1,0,0,1,0,1,0,0
8636,56,1644,0,0,0,1,3,5,2,3,3,3,3,3,3,1,0,0,0,1,1,0,1,0,1,0,0,1
8637,41,306,0,2,0,3,5,0,5,5,2,5,4,1,4,5,0,0,1,0,1,0,0,1,0,1,0,1
8638,48,3617,2,2,2,2,4,4,5,4,4,4,4,4,4,4,0,0,0,1,1,0,1,0,1,0,0,1
8639,21,837,2,2,2,5,5,2,5,5,1,5,3,1,4,5,30,55,0,1,0,1,1,0,0,1,0,0
8640,36,571,2,0,2,2,3,2,3,3,4,2,4,2,2,3,0,0,1,0,0,1,1,0,0,1,0,0
8641,59,3747,3,4,3,3,3,5,5,4,4,4,4,5,4,4,59,47,1,0,1,0,1,0,1,0,0,1
8642,20,1428,2,2,2,2,4,4,4,4,2,5,1,2,1,4,0,3,0,1,1,0,1,0,1,0,0,1
8643,25,1182,2,1,1,3,1,2,2,1,3,2,2,2,2,2,198,271,1,0,0,1,1,0,0,1,0,0
8644,52,177,3,3,5,3,2,5,4,4,4,4,5,5,4,4,116,119,1,0,1,0,1,0,1,0,0,1
8645,37,3856,0,0,0,2,1,2,5,3,3,3,4,2,3,5,0,7,0,1,1,0,1,0,1,0,0,1
8646,43,416,5,5,2,2,5,5,5,5,4,2,1,5,3,5,0,0,0,1,1,0,1,0,0,1,0,1
8647,39,356,2,4,2,3,5,2,1,5,5,3,5,4,4,5,0,0,0,1,1,0,0,1,0,1,0,0
8648,59,813,2,2,2,2,5,4,4,5,5,5,5,5,5,4,0,0,1,0,1,0,1,0,1,0,0,1
8649,38,331,2,1,2,1,2,2,2,2,4,5,3,1,2,2,65,50,1,0,1,0,1,0,0,1,0,0
8650,43,460,2,2,2,2,5,5,4,4,4,4,4,5,4,4,18,15,0,1,1,0,1,0,1,0,0,1
8651,66,3389,5,5,5,5,4,4,5,5,5,5,5,4,5,3,0,0,1,0,1,0,1,0,1,0,0,1
8652,52,1985,1,1,1,1,2,4,4,5,5,5,5,3,5,3,10,3,0,1,1,0,1,0,1,0,0,1
8653,47,3763,2,3,2,2,5,5,5,5,5,5,5,5,5,5,49,48,0,1,1,0,1,0,1,0,0,1
8654,38,337,3,3,3,3,4,4,3,3,3,3,3,4,3,1,58,60,0,1,1,0,1,0,1,0,0,0
8655,42,359,3,3,3,5,2,3,2,2,3,5,5,1,3,2,0,0,0,1,0,1,1,0,1,0,0,0
8656,39,1491,3,2,3,4,2,4,4,4,4,3,4,2,4,2,12,36,0,1,1,0,0,1,1,0,0,0
8657,36,1044,1,4,1,1,1,1,2,1,2,5,1,1,3,1,4,0,1,0,1,0,0,1,0,1,0,0
8658,63,370,2,3,2,1,1,4,2,4,4,2,4,4,4,4,1,0,1,0,1,0,0,1,0,1,0,0
8659,51,342,4,4,4,4,4,5,5,4,4,4,4,3,4,5,0,0,1,0,1,0,1,0,1,0,0,1
8660,40,356,3,3,2,3,5,5,4,5,5,5,5,5,5,3,26,3,0,1,1,0,1,0,1,0,0,1
8661,37,590,2,5,2,3,2,2,2,2,5,4,4,5,5,2,0,0,0,1,1,0,0,1,0,1,0,0
8662,60,1851,3,3,3,3,2,5,3,5,5,5,5,2,5,2,0,0,0,1,1,0,1,0,1,0,0,1
8663,10,542,3,4,1,5,5,1,5,5,5,2,2,1,4,5,0,0,1,0,1,0,0,1,0,1,0,0
8664,47,2417,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,7,1,0,1,0,1,0,1,0,0,1
8665,25,562,4,0,4,3,5,4,5,5,3,5,5,3,5,5,21,75,1,0,0,1,1,0,1,0,0,0
8666,49,370,1,5,2,2,3,4,3,1,1,1,1,4,1,3,7,6,0,1,1,0,1,0,1,0,0,0
8667,20,551,3,4,3,5,5,3,5,5,5,3,2,1,4,5,0,3,0,1,1,0,0,1,0,1,0,0
8668,37,931,2,2,2,3,3,2,3,3,2,5,2,2,3,3,0,0,1,0,0,1,1,0,1,0,0,0
8669,38,2990,1,1,1,1,4,5,4,5,5,5,5,5,5,5,0,0,0,1,1,0,1,0,1,0,0,1
8670,40,867,2,2,2,3,4,2,4,4,1,2,3,3,3,4,0,0,1,0,0,1,1,0,1,0,0,0
8671,51,331,2,5,2,4,3,4,4,1,1,2,1,3,1,4,0,11,1,0,1,0,0,1,0,1,0,0
8672,13,626,0,1,0,3,4,0,3,4,4,2,3,2,2,4,0,0,0,1,1,0,0,1,0,1,0,1
8673,25,919,3,5,3,2,5,3,5,5,3,5,5,5,4,5,0,0,1,0,0,1,1,0,1,0,0,0
8674,39,1751,1,1,1,3,4,1,4,4,5,3,5,4,4,4,7,11,0,1,0,1,1,0,1,0,0,0
8675,14,1028,3,3,3,4,5,3,1,5,1,2,4,2,4,5,70,71,0,1,0,1,1,0,0,1,0,0
